Order ID,Order Date,Ship Date,Region,Segment,Ship Mode,Category,Sub-Category,Quantity,Sales,Discount,Profit
ORD-10240,2025-02-21,2025-02-23,West,Consumer,Second Class,Technology,Accessories,2,1708.07,0.0,525.44
ORD-10241,2025-08-02,2025-08-04,Central,Consumer,First Class,Office Supplies,Art,1,119.54,0.0,41.49
ORD-10242,2025-02-04,2025-02-07,South,Home Office,Standard Class,Office Supplies,Binders,6,274.16,0.0,113.32
ORD-10243,2025-08-26,2025-08-31,East,Home Office,Standard Class,Technology,Phones,6,4702.22,0.1,1472.98
ORD-10244,2025-08-18,2025-08-19,East,Corporate,Same Day,Technology,Laptops,2,1135.85,0.1,347.7
ORD-10245,2025-01-31,2025-02-02,East,Corporate,Same Day,Furniture,Storage,6,771.76,0.0,184.61
ORD-10246,2025-10-04,2025-10-07,West,Consumer,Standard Class,Office Supplies,Binders,2,151.06,0.05,55.87
ORD-10247,2025-06-01,2025-06-06,Central,Corporate,First Class,Technology,Laptops,6,3675.01,0.0,1143.59
ORD-10248,2025-10-15,2025-10-20,West,Corporate,First Class,Technology,Monitors,1,535.78,0.05,162.35
ORD-10249,2025-01-16,2025-01-20,West,Home Office,Second Class,Technology,Phones,3,581.95,0.0,173.52
ORD-10250,2025-03-07,2025-03-11,East,Corporate,Standard Class,Furniture,Chairs,4,408.87,0.05,117.01
ORD-10251,2025-06-30,2025-07-01,South,Home Office,Standard Class,Office Supplies,Paper,1,82.64,0.15,29.02
ORD-10252,2025-03-10,2025-03-11,West,Consumer,Standard Class,Office Supplies,Art,4,145.82,0.1,53.91
ORD-10253,2025-05-01,2025-05-03,East,Consumer,Standard Class,Office Supplies,Binders,1,114.43,0.0,38.57
ORD-10254,2025-08-30,2025-09-02,South,Corporate,First Class,Furniture,Chairs,5,1560.06,0.0,525.96
ORD-10255,2025-02-22,2025-02-26,East,Consumer,Second Class,Technology,Laptops,1,404.0,0.05,139.72
ORD-10256,2025-09-05,2025-09-08,West,Home Office,Second Class,Furniture,Bookcases,4,910.09,0.2,242.31
ORD-10257,2025-02-07,2025-02-08,South,Consumer,Standard Class,Office Supplies,Paper,2,179.74,0.2,65.19
ORD-10258,2025-03-05,2025-03-06,East,Corporate,Standard Class,Furniture,Tables,3,566.36,0.05,171.69
ORD-10259,2025-08-03,2025-08-06,Central,Consumer,First Class,Furniture,Storage,7,3650.6,0.0,1286.37
ORD-10260,2025-10-17,2025-10-21,West,Home Office,Standard Class,Furniture,Chairs,3,640.41,0.0,299.71
ORD-10261,2025-03-04,2025-03-06,Central,Corporate,First Class,Office Supplies,Art,3,26.94,0.05,12.12
ORD-10262,2025-04-20,2025-04-24,West,Corporate,Second Class,Furniture,Bookcases,4,779.65,0.1,215.96
ORD-10263,2025-12-04,2025-12-09,South,Consumer,Standard Class,Office Supplies,Paper,1,21.39,0.1,8.81
ORD-10264,2025-12-28,2026-01-02,West,Home Office,Standard Class,Technology,Accessories,7,5532.42,0.0,1901.31
ORD-10265,2025-08-01,2025-08-05,West,Consumer,Standard Class,Office Supplies,Art,3,216.36,0.2,79.05
ORD-10266,2025-06-13,2025-06-15,South,Consumer,First Class,Technology,Laptops,5,2164.13,0.15,634.23
ORD-10267,2025-05-07,2025-05-10,East,Corporate,Standard Class,Furniture,Tables,4,693.9,0.1,234.13
ORD-10268,2025-08-12,2025-08-16,Central,Consumer,Second Class,Technology,Laptops,6,2460.86,0.0,681.05
ORD-10269,2025-08-04,2025-08-06,South,Corporate,Same Day,Office Supplies,Labels,4,162.68,0.05,63.9
ORD-10270,2025-04-18,2025-04-23,East,Consumer,Standard Class,Furniture,Tables,2,359.89,0.15,83.83
ORD-10271,2025-01-09,2025-01-14,South,Consumer,Standard Class,Office Supplies,Labels,2,217.53,0.0,81.3
ORD-10272,2025-02-25,2025-03-02,East,Consumer,Second Class,Furniture,Tables,6,2029.51,0.05,824.65
ORD-10273,2025-12-16,2025-12-19,South,Consumer,Second Class,Furniture,Tables,5,2266.27,0.1,806.0
ORD-10274,2025-06-02,2025-06-07,South,Corporate,Second Class,Office Supplies,Binders,6,156.57,0.1,70.46
ORD-10275,2025-06-26,2025-06-30,South,Consumer,First Class,Office Supplies,Binders,2,196.14,0.05,64.45
ORD-10276,2025-06-20,2025-06-21,South,Corporate,Standard Class,Technology,Accessories,5,2976.59,0.2,715.5
ORD-10277,2025-10-13,2025-10-14,Central,Corporate,Second Class,Office Supplies,Labels,6,330.98,0.15,96.28
ORD-10278,2025-01-24,2025-01-25,West,Consumer,Standard Class,Furniture,Storage,4,1148.14,0.0,476.51
ORD-10279,2025-01-31,2025-02-01,Central,Consumer,Second Class,Office Supplies,Binders,6,324.34,0.2,145.95
ORD-10280,2025-04-11,2025-04-13,West,Home Office,Standard Class,Technology,Accessories,4,2958.72,0.05,908.23
ORD-10281,2025-06-27,2025-06-30,West,Home Office,Second Class,Office Supplies,Paper,3,327.05,0.0,116.07
ORD-10282,2025-09-02,2025-09-05,West,Home Office,Standard Class,Office Supplies,Labels,7,268.07,0.05,112.66
ORD-10283,2025-06-29,2025-07-03,West,Corporate,Standard Class,Office Supplies,Paper,1,70.47,0.2,32.95
ORD-10284,2025-06-11,2025-06-14,Central,Consumer,First Class,Furniture,Chairs,4,1804.22,0.0,480.31
ORD-10285,2025-12-09,2025-12-10,Central,Consumer,Standard Class,Office Supplies,Labels,2,225.18,0.0,91.34
ORD-10286,2025-02-28,2025-03-02,East,Corporate,Standard Class,Technology,Accessories,2,1051.78,0.1,225.76
ORD-10287,2025-07-28,2025-07-31,Central,Corporate,Standard Class,Technology,Laptops,6,3672.58,0.2,954.04
ORD-10288,2025-07-17,2025-07-19,East,Home Office,Second Class,Office Supplies,Binders,2,20.58,0.15,9.26
ORD-10289,2025-06-22,2025-06-23,West,Consumer,First Class,Furniture,Storage,5,2021.11,0.05,527.46
ORD-10290,2025-10-22,2025-10-25,East,Consumer,Standard Class,Office Supplies,Labels,3,66.21,0.05,25.97
ORD-10291,2025-04-08,2025-04-10,Central,Home Office,Second Class,Technology,Laptops,3,1209.1,0.05,319.87
ORD-10292,2025-12-15,2025-12-16,West,Consumer,First Class,Furniture,Storage,5,970.13,0.05,341.86
ORD-10293,2025-05-02,2025-05-03,West,Consumer,Standard Class,Technology,Accessories,6,2082.61,0.05,519.16
ORD-10294,2025-07-18,2025-07-19,West,Corporate,Standard Class,Furniture,Bookcases,1,60.96,0.05,19.86
ORD-10295,2025-07-10,2025-07-12,South,Consumer,Standard Class,Furniture,Chairs,5,1121.61,0.15,253.75
ORD-10296,2025-11-07,2025-11-11,Central,Home Office,Second Class,Office Supplies,Art,6,322.1,0.1,128.38
ORD-10297,2025-06-10,2025-06-12,Central,Corporate,Same Day,Furniture,Storage,5,1704.12,0.2,469.83
ORD-10298,2025-04-14,2025-04-19,Central,Consumer,Second Class,Furniture,Storage,2,530.04,0.0,160.39
ORD-10299,2025-01-08,2025-01-10,South,Consumer,First Class,Technology,Accessories,6,1318.8,0.1,368.63
ORD-10300,2025-05-13,2025-05-18,West,Consumer,First Class,Furniture,Tables,3,1631.91,0.0,631.97
ORD-10301,2025-10-29,2025-11-02,West,Consumer,Second Class,Office Supplies,Binders,3,212.36,0.15,81.41
ORD-10302,2025-01-04,2025-01-08,East,Corporate,Same Day,Furniture,Tables,5,2332.1,0.0,765.59
ORD-10303,2025-11-24,2025-11-26,East,Consumer,Second Class,Office Supplies,Labels,1,20.39,0.1,8.1
ORD-10304,2025-07-18,2025-07-21,West,Consumer,Standard Class,Office Supplies,Paper,6,152.96,0.0,58.42
ORD-10305,2025-02-21,2025-02-22,Central,Corporate,Second Class,Office Supplies,Art,6,310.95,0.05,117.43
ORD-10306,2025-04-21,2025-04-22,Central,Corporate,Second Class,Technology,Laptops,5,2346.49,0.1,712.64
ORD-10307,2025-07-22,2025-07-25,South,Consumer,Second Class,Office Supplies,Paper,6,300.15,0.1,121.29
ORD-10308,2025-04-26,2025-04-29,South,Corporate,Second Class,Office Supplies,Paper,2,107.88,0.15,39.93
ORD-10309,2025-02-09,2025-02-11,West,Consumer,Standard Class,Technology,Laptops,6,3278.46,0.05,826.76
ORD-10310,2025-09-01,2025-09-05,East,Corporate,Standard Class,Technology,Laptops,4,3261.87,0.05,1220.88
ORD-10311,2025-09-03,2025-09-08,East,Consumer,Standard Class,Furniture,Tables,5,204.92,0.0,70.46
ORD-10312,2025-02-13,2025-02-16,South,Consumer,Same Day,Office Supplies,Art,7,575.01,0.2,225.69
ORD-10313,2025-04-13,2025-04-17,West,Corporate,First Class,Office Supplies,Binders,7,142.46,0.0,55.8
ORD-10314,2025-03-31,2025-04-01,West,Consumer,Second Class,Office Supplies,Labels,5,288.6,0.15,121.57
ORD-10315,2025-08-29,2025-09-01,West,Consumer,Standard Class,Office Supplies,Paper,3,163.52,0.0,74.55
ORD-10316,2025-09-24,2025-09-26,East,Corporate,Standard Class,Furniture,Tables,7,698.13,0.1,271.67
ORD-10317,2025-09-23,2025-09-27,West,Consumer,Standard Class,Technology,Accessories,3,1464.33,0.0,482.91
ORD-10318,2025-12-09,2025-12-13,Central,Consumer,Standard Class,Furniture,Storage,2,304.99,0.2,60.7
ORD-10319,2025-10-08,2025-10-09,South,Home Office,Same Day,Technology,Accessories,5,1821.12,0.1,554.54
ORD-10320,2025-04-28,2025-05-01,West,Consumer,Standard Class,Furniture,Tables,1,473.82,0.1,123.03
ORD-10321,2025-02-09,2025-02-13,East,Consumer,Standard Class,Technology,Laptops,7,1061.33,0.0,421.33
ORD-10322,2025-08-13,2025-08-15,West,Home Office,Same Day,Technology,Phones,2,1678.25,0.05,621.56
ORD-10323,2025-12-01,2025-12-05,West,Consumer,Standard Class,Technology,Laptops,5,1677.76,0.1,603.76
ORD-10324,2025-12-22,2025-12-26,East,Corporate,Standard Class,Furniture,Storage,2,925.53,0.1,265.36
ORD-10325,2025-03-26,2025-03-27,East,Corporate,Standard Class,Furniture,Tables,7,2801.17,0.2,588.59
ORD-10326,2025-03-28,2025-04-02,Central,Corporate,Standard Class,Office Supplies,Art,4,73.2,0.05,25.97
ORD-10327,2025-01-14,2025-01-15,Central,Consumer,Second Class,Furniture,Storage,5,1425.43,0.0,454.29
ORD-10328,2025-02-21,2025-02-24,South,Corporate,Standard Class,Office Supplies,Paper,7,216.72,0.2,87.12
ORD-10329,2025-07-22,2025-07-23,South,Consumer,Second Class,Office Supplies,Labels,2,135.92,0.2,51.0
ORD-10330,2025-07-19,2025-07-20,West,Consumer,Standard Class,Furniture,Tables,5,1855.48,0.0,677.52
ORD-10331,2025-05-16,2025-05-21,South,Consumer,Standard Class,Technology,Phones,7,3655.44,0.0,838.62
ORD-10332,2025-04-24,2025-04-27,East,Consumer,Standard Class,Office Supplies,Art,6,403.09,0.2,163.61
ORD-10333,2025-10-30,2025-11-03,West,Home Office,Standard Class,Furniture,Bookcases,7,3370.33,0.05,952.08
ORD-10334,2025-06-17,2025-06-20,South,Consumer,Second Class,Office Supplies,Art,4,193.95,0.2,69.49
ORD-10335,2025-10-23,2025-10-26,Central,Consumer,Standard Class,Furniture,Storage,6,2718.33,0.1,964.08
ORD-10336,2025-12-18,2025-12-19,East,Corporate,First Class,Furniture,Chairs,4,1604.92,0.1,527.78
ORD-10337,2025-04-26,2025-04-29,West,Consumer,Second Class,Furniture,Tables,6,954.71,0.05,282.31
ORD-10338,2025-03-15,2025-03-16,Central,Consumer,Standard Class,Furniture,Chairs,1,261.06,0.15,59.16
ORD-10339,2025-12-14,2025-12-17,East,Consumer,Standard Class,Technology,Accessories,5,4127.05,0.05,1237.22
ORD-10340,2025-08-20,2025-08-25,Central,Corporate,First Class,Furniture,Tables,5,472.35,0.1,161.57
ORD-10341,2025-04-17,2025-04-18,East,Consumer,Standard Class,Technology,Monitors,2,1279.49,0.05,372.31
ORD-10342,2025-08-15,2025-08-17,East,Consumer,Standard Class,Technology,Laptops,7,4409.6,0.15,1228.11
ORD-10343,2025-07-07,2025-07-09,West,Consumer,Second Class,Technology,Laptops,2,896.94,0.0,291.3
ORD-10344,2025-11-27,2025-12-02,South,Consumer,Standard Class,Technology,Laptops,7,2107.84,0.15,482.99
ORD-10345,2025-04-04,2025-04-08,West,Home Office,Standard Class,Furniture,Chairs,4,282.16,0.05,43.22
ORD-10346,2025-12-28,2026-01-01,Central,Consumer,Standard Class,Office Supplies,Art,6,619.6,0.0,196.58
ORD-10347,2025-12-08,2025-12-13,East,Consumer,Standard Class,Furniture,Storage,1,44.44,0.2,9.13
ORD-10348,2025-03-07,2025-03-10,West,Home Office,Second Class,Office Supplies,Art,7,587.76,0.15,236.14
ORD-10349,2025-03-02,2025-03-03,Central,Home Office,Standard Class,Furniture,Storage,7,2837.77,0.15,627.79
ORD-10350,2025-07-14,2025-07-16,East,Home Office,Standard Class,Furniture,Chairs,5,676.61,0.1,188.71
ORD-10351,2025-01-17,2025-01-20,South,Home Office,Standard Class,Technology,Laptops,2,1013.79,0.1,256.46
ORD-10352,2025-04-20,2025-04-22,East,Consumer,Second Class,Office Supplies,Paper,3,208.32,0.1,75.48
ORD-10353,2025-06-08,2025-06-12,East,Corporate,Same Day,Office Supplies,Paper,6,538.85,0.1,122.02
ORD-10354,2025-12-20,2025-12-25,South,Consumer,Second Class,Technology,Monitors,2,1230.15,0.2,403.55
ORD-10355,2025-12-29,2026-01-01,East,Consumer,Standard Class,Office Supplies,Paper,6,104.38,0.1,45.14
ORD-10356,2025-02-25,2025-02-28,South,Home Office,Standard Class,Office Supplies,Paper,7,81.02,0.1,33.35
ORD-10357,2025-11-22,2025-11-26,Central,Consumer,Standard Class,Office Supplies,Labels,5,323.35,0.2,133.65
ORD-10358,2025-02-03,2025-02-06,East,Consumer,Standard Class,Furniture,Storage,5,1355.14,0.1,406.91
ORD-10359,2025-10-01,2025-10-03,Central,Consumer,Standard Class,Technology,Accessories,6,1269.9,0.2,385.02
ORD-10360,2025-11-05,2025-11-08,South,Consumer,Second Class,Technology,Monitors,6,2881.48,0.05,622.21
ORD-10361,2025-11-22,2025-11-23,Central,Corporate,Second Class,Technology,Monitors,4,972.7,0.2,271.86
ORD-10362,2025-03-23,2025-03-25,West,Consumer,Second Class,Office Supplies,Labels,2,169.47,0.1,66.57
ORD-10363,2025-11-23,2025-11-25,West,Consumer,Second Class,Furniture,Chairs,2,466.85,0.0,178.03
ORD-10364,2025-02-12,2025-02-14,Central,Home Office,Standard Class,Technology,Monitors,3,1656.55,0.0,416.01
ORD-10365,2025-07-09,2025-07-10,West,Home Office,First Class,Technology,Phones,4,1640.19,0.1,447.05
ORD-10366,2025-06-21,2025-06-25,South,Corporate,Standard Class,Office Supplies,Art,7,505.17,0.0,215.98
ORD-10367,2025-04-26,2025-04-27,West,Home Office,Standard Class,Furniture,Tables,7,2630.94,0.0,814.25
ORD-10368,2025-01-09,2025-01-14,East,Consumer,Second Class,Technology,Laptops,5,2079.13,0.2,739.52
ORD-10369,2025-10-09,2025-10-13,West,Home Office,Standard Class,Office Supplies,Art,3,179.19,0.1,66.99
ORD-10370,2025-05-03,2025-05-07,West,Consumer,Standard Class,Office Supplies,Art,1,93.61,0.0,40.23
ORD-10371,2025-08-30,2025-08-31,East,Consumer,Standard Class,Furniture,Bookcases,7,1284.66,0.1,414.65
ORD-10372,2025-05-30,2025-06-04,West,Consumer,Standard Class,Technology,Accessories,1,670.52,0.05,182.46
ORD-10373,2025-05-17,2025-05-19,South,Corporate,Second Class,Office Supplies,Labels,6,223.93,0.1,100.77
ORD-10374,2025-11-20,2025-11-21,South,Home Office,Standard Class,Furniture,Chairs,1,51.86,0.2,14.15
ORD-10375,2025-02-04,2025-02-06,Central,Consumer,Second Class,Technology,Phones,4,496.09,0.1,138.74
ORD-10376,2025-09-26,2025-09-29,South,Consumer,Second Class,Office Supplies,Labels,6,186.34,0.15,70.7
ORD-10377,2025-09-30,2025-10-02,East,Corporate,Second Class,Office Supplies,Art,4,159.4,0.15,59.79
ORD-10378,2025-05-19,2025-05-20,West,Consumer,Second Class,Office Supplies,Labels,1,106.06,0.1,41.83
ORD-10379,2025-04-06,2025-04-09,South,Home Office,Standard Class,Office Supplies,Art,7,164.1,0.2,71.41
ORD-10380,2025-01-02,2025-01-07,West,Corporate,First Class,Technology,Monitors,3,2533.66,0.05,594.78
ORD-10381,2025-12-08,2025-12-12,Central,Home Office,Standard Class,Technology,Laptops,1,462.96,0.0,100.18
ORD-10382,2025-12-12,2025-12-15,East,Home Office,Second Class,Furniture,Bookcases,4,325.48,0.15,84.94
ORD-10383,2025-03-29,2025-03-31,West,Consumer,Standard Class,Technology,Laptops,4,2202.41,0.1,608.12
ORD-10384,2025-01-12,2025-01-17,East,Consumer,Standard Class,Technology,Accessories,2,607.62,0.0,161.86
ORD-10385,2025-02-14,2025-02-17,Central,Consumer,Standard Class,Office Supplies,Paper,5,78.06,0.1,33.09
ORD-10386,2025-01-25,2025-01-29,West,Consumer,Second Class,Office Supplies,Labels,7,262.63,0.15,110.71
ORD-10387,2025-10-31,2025-11-01,East,Consumer,Second Class,Technology,Laptops,5,728.11,0.15,236.57
ORD-10388,2025-11-22,2025-11-26,South,Home Office,Standard Class,Technology,Phones,6,1602.0,0.15,520.49
ORD-10389,2025-02-25,2025-02-28,Central,Consumer,Second Class,Office Supplies,Binders,3,226.1,0.2,71.2
ORD-10390,2025-09-30,2025-10-02,East,Consumer,Standard Class,Furniture,Storage,3,319.65,0.15,63.13
ORD-10391,2025-03-07,2025-03-10,South,Consumer,Standard Class,Office Supplies,Art,3,152.23,0.1,57.93
ORD-10392,2025-05-15,2025-05-19,West,Home Office,Standard Class,Furniture,Storage,1,199.29,0.2,34.39
ORD-10393,2025-08-07,2025-08-08,South,Corporate,Standard Class,Office Supplies,Binders,3,78.92,0.15,32.91
ORD-10394,2025-09-20,2025-09-25,West,Corporate,First Class,Technology,Laptops,1,162.32,0.05,73.8
ORD-10395,2025-11-16,2025-11-21,West,Home Office,Standard Class,Furniture,Storage,7,1870.57,0.1,696.95
ORD-10396,2025-01-17,2025-01-21,South,Consumer,Second Class,Technology,Accessories,5,2888.72,0.05,798.66
ORD-10397,2025-03-13,2025-03-15,East,Consumer,Second Class,Furniture,Chairs,4,1623.4,0.2,258.36
ORD-10398,2025-04-13,2025-04-18,East,Corporate,Standard Class,Technology,Accessories,6,534.64,0.05,128.34
ORD-10399,2025-04-24,2025-04-26,Central,Corporate,Standard Class,Furniture,Chairs,2,469.1,0.15,108.28
ORD-10400,2025-12-31,2026-01-04,South,Corporate,Second Class,Furniture,Tables,4,2078.85,0.0,553.07
ORD-10401,2025-10-11,2025-10-15,South,Corporate,Standard Class,Furniture,Bookcases,4,999.01,0.0,292.12
ORD-10402,2025-04-27,2025-05-02,South,Consumer,Second Class,Office Supplies,Labels,7,700.37,0.0,267.72
ORD-10403,2025-12-21,2025-12-24,Central,Consumer,Standard Class,Technology,Laptops,5,1816.96,0.1,522.93
ORD-10404,2025-07-02,2025-07-05,South,Home Office,Standard Class,Office Supplies,Binders,2,104.85,0.1,42.31
ORD-10405,2025-07-02,2025-07-06,Central,Consumer,First Class,Furniture,Tables,7,1260.98,0.05,387.73
ORD-10406,2025-06-08,2025-06-11,South,Corporate,Standard Class,Furniture,Bookcases,2,291.02,0.05,51.55
ORD-10407,2025-02-22,2025-02-27,South,Consumer,First Class,Furniture,Chairs,1,315.58,0.2,50.38
ORD-10408,2025-12-08,2025-12-12,West,Corporate,Standard Class,Technology,Phones,4,887.81,0.15,201.87
ORD-10409,2025-01-06,2025-01-11,Central,Corporate,Second Class,Technology,Phones,3,539.36,0.0,131.25
ORD-10410,2025-03-05,2025-03-09,West,Home Office,Second Class,Furniture,Storage,7,3387.54,0.05,1055.38
ORD-10411,2025-03-25,2025-03-28,West,Consumer,Standard Class,Office Supplies,Paper,5,414.62,0.1,176.51
ORD-10412,2025-04-12,2025-04-16,East,Consumer,Second Class,Technology,Phones,5,2989.84,0.0,937.66
ORD-10413,2025-02-18,2025-02-22,Central,Corporate,First Class,Furniture,Storage,6,937.1,0.0,350.83
ORD-10414,2025-01-07,2025-01-09,Central,Consumer,Standard Class,Technology,Monitors,2,1198.81,0.1,427.74
ORD-10415,2025-09-05,2025-09-09,West,Consumer,Standard Class,Technology,Laptops,5,2523.89,0.15,966.2
ORD-10416,2025-12-20,2025-12-21,East,Home Office,First Class,Furniture,Chairs,4,616.83,0.0,181.71
ORD-10417,2025-02-14,2025-02-15,East,Home Office,Standard Class,Office Supplies,Paper,4,165.12,0.1,72.99
ORD-10418,2025-04-19,2025-04-23,West,Corporate,Standard Class,Technology,Monitors,4,2494.4,0.0,669.13
ORD-10419,2025-07-04,2025-07-07,South,Consumer,Standard Class,Office Supplies,Labels,5,131.34,0.05,51.82
ORD-10420,2025-12-05,2025-12-08,West,Home Office,First Class,Furniture,Tables,5,1624.74,0.1,435.9
ORD-10421,2025-09-11,2025-09-12,East,Consumer,First Class,Furniture,Tables,1,282.92,0.2,80.49
ORD-10422,2025-10-07,2025-10-12,West,Consumer,Standard Class,Office Supplies,Labels,6,719.24,0.0,246.99
ORD-10423,2025-08-01,2025-08-02,East,Consumer,Second Class,Office Supplies,Binders,6,368.1,0.1,165.65
ORD-10424,2025-06-02,2025-06-04,East,Consumer,Standard Class,Technology,Accessories,2,1588.35,0.05,416.59
ORD-10425,2025-03-14,2025-03-19,West,Consumer,Standard Class,Technology,Accessories,5,1249.84,0.05,324.38
ORD-10426,2025-11-12,2025-11-17,West,Consumer,Same Day,Technology,Phones,5,1676.62,0.2,517.22
ORD-10427,2025-10-21,2025-10-24,West,Consumer,Same Day,Office Supplies,Paper,1,85.18,0.15,37.7
ORD-10428,2025-01-10,2025-01-13,South,Home Office,Standard Class,Technology,Accessories,1,182.8,0.15,43.62
ORD-10429,2025-09-19,2025-09-23,Central,Consumer,First Class,Office Supplies,Art,2,113.77,0.1,45.84
ORD-10430,2025-01-31,2025-02-04,South,Consumer,Standard Class,Furniture,Tables,4,1928.56,0.05,541.84
ORD-10431,2025-09-27,2025-09-28,Central,Corporate,Standard Class,Furniture,Chairs,2,845.66,0.1,303.45
ORD-10432,2025-10-29,2025-11-02,Central,Home Office,Standard Class,Office Supplies,Paper,3,242.16,0.0,80.37
ORD-10433,2025-02-17,2025-02-20,East,Consumer,Second Class,Technology,Laptops,3,982.35,0.0,315.55
ORD-10434,2025-06-08,2025-06-12,West,Corporate,Standard Class,Office Supplies,Paper,6,392.46,0.15,150.62
ORD-10435,2025-02-15,2025-02-18,East,Consumer,Standard Class,Technology,Laptops,7,3902.67,0.1,936.29
ORD-10436,2025-07-27,2025-07-28,West,Home Office,Second Class,Office Supplies,Paper,1,17.17,0.1,7.01
ORD-10437,2025-12-05,2025-12-07,West,Corporate,Standard Class,Furniture,Storage,7,887.72,0.0,290.83
ORD-10438,2025-01-30,2025-02-01,East,Consumer,Standard Class,Technology,Phones,7,1868.53,0.05,648.4
ORD-10439,2025-05-26,2025-05-29,West,Consumer,Standard Class,Technology,Phones,3,458.81,0.05,136.84
ORD-10440,2025-12-22,2025-12-24,East,Home Office,First Class,Technology,Phones,2,743.17,0.1,178.53
ORD-10441,2025-04-20,2025-04-22,South,Consumer,Standard Class,Furniture,Chairs,1,247.49,0.1,85.51
ORD-10442,2025-02-18,2025-02-23,West,Consumer,Standard Class,Technology,Accessories,6,3992.26,0.1,1274.55
ORD-10443,2025-06-28,2025-07-03,South,Corporate,Standard Class,Technology,Phones,7,2273.76,0.15,623.84
ORD-10444,2025-07-05,2025-07-08,Central,Home Office,First Class,Furniture,Tables,7,2533.51,0.15,645.15
ORD-10445,2025-08-30,2025-08-31,West,Home Office,Standard Class,Office Supplies,Art,7,457.55,0.05,214.14
ORD-10446,2025-04-25,2025-04-29,Central,Corporate,Second Class,Technology,Accessories,4,2122.17,0.05,369.72
ORD-10447,2025-12-15,2025-12-19,South,Consumer,Standard Class,Furniture,Bookcases,3,542.13,0.05,156.77
ORD-10448,2025-07-10,2025-07-14,South,Consumer,Standard Class,Technology,Monitors,3,321.55,0.05,74.97
ORD-10449,2025-04-15,2025-04-19,East,Consumer,Standard Class,Office Supplies,Art,7,265.0,0.15,119.25
ORD-10450,2025-12-17,2025-12-21,West,Corporate,Second Class,Technology,Phones,2,1189.4,0.05,394.76
ORD-10451,2025-12-04,2025-12-08,West,Consumer,Second Class,Furniture,Storage,6,734.03,0.15,178.35
ORD-10452,2025-07-02,2025-07-06,Central,Corporate,Standard Class,Office Supplies,Labels,7,553.91,0.0,206.72
ORD-10453,2025-01-10,2025-01-15,Central,Consumer,First Class,Office Supplies,Labels,1,119.66,0.0,40.36
ORD-10454,2025-08-06,2025-08-08,West,Corporate,Standard Class,Office Supplies,Art,5,361.77,0.15,169.31
ORD-10455,2025-07-22,2025-07-27,East,Consumer,Standard Class,Office Supplies,Binders,3,317.28,0.1,111.99
ORD-10456,2025-02-24,2025-02-26,West,Corporate,Standard Class,Furniture,Tables,3,427.84,0.0,152.17
ORD-10457,2025-08-20,2025-08-22,East,Consumer,First Class,Furniture,Bookcases,7,1243.02,0.15,201.4
ORD-10458,2025-11-03,2025-11-08,East,Consumer,Standard Class,Technology,Laptops,7,2695.46,0.2,701.18
ORD-10459,2025-02-08,2025-02-11,Central,Corporate,Standard Class,Office Supplies,Labels,1,89.14,0.0,39.14
ORD-10460,2025-09-22,2025-09-25,East,Consumer,First Class,Technology,Laptops,7,4996.38,0.05,1225.44
ORD-10461,2025-02-21,2025-02-25,West,Consumer,Second Class,Furniture,Tables,4,2060.58,0.0,643.01
ORD-10462,2025-10-01,2025-10-06,South,Consumer,Standard Class,Technology,Laptops,1,583.74,0.15,157.6
ORD-10463,2025-06-02,2025-06-04,South,Consumer,Same Day,Technology,Accessories,6,3455.86,0.1,796.33
ORD-10464,2025-01-03,2025-01-07,East,Consumer,Standard Class,Office Supplies,Labels,1,106.26,0.0,40.71
ORD-10465,2025-12-19,2025-12-24,South,Consumer,Standard Class,Technology,Accessories,4,1141.67,0.0,323.41
ORD-10466,2025-03-02,2025-03-05,East,Corporate,First Class,Technology,Accessories,4,1282.7,0.15,280.58
ORD-10467,2025-08-06,2025-08-11,West,Consumer,Standard Class,Furniture,Chairs,2,248.94,0.1,101.26
ORD-10468,2025-03-08,2025-03-11,South,Consumer,First Class,Technology,Laptops,4,1126.09,0.15,414.57
ORD-10469,2025-12-07,2025-12-09,West,Home Office,Second Class,Furniture,Storage,4,730.84,0.2,156.81
ORD-10470,2025-09-27,2025-09-29,South,Consumer,Same Day,Furniture,Tables,5,1815.31,0.05,690.8
ORD-10471,2025-10-21,2025-10-23,South,Home Office,Standard Class,Technology,Phones,4,2392.86,0.05,850.36
ORD-10472,2025-06-07,2025-06-09,West,Corporate,Standard Class,Technology,Monitors,7,1674.14,0.0,488.01
ORD-10473,2025-06-20,2025-06-25,East,Home Office,Second Class,Technology,Monitors,2,1323.83,0.05,428.28
ORD-10474,2025-08-20,2025-08-25,South,Consumer,Standard Class,Office Supplies,Paper,7,604.68,0.1,240.7
ORD-10475,2025-10-14,2025-10-17,Central,Consumer,Second Class,Office Supplies,Art,4,346.2,0.2,126.82
ORD-10476,2025-11-06,2025-11-11,South,Consumer,Second Class,Furniture,Chairs,1,362.3,0.1,115.64
ORD-10477,2025-01-07,2025-01-10,Central,Corporate,Standard Class,Furniture,Chairs,5,1836.2,0.0,637.58
ORD-10478,2025-08-31,2025-09-03,East,Consumer,Standard Class,Office Supplies,Art,6,79.08,0.0,33.78
ORD-10479,2025-02-09,2025-02-13,East,Corporate,Standard Class,Office Supplies,Paper,1,76.61,0.0,34.47
ORD-10480,2025-04-16,2025-04-20,East,Home Office,Standard Class,Technology,Monitors,4,2257.74,0.0,723.16
